filename,label,path,text
audio_332,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_332.wav, i would like to visit south korea because i really love the place to visit once in my life and i'd like to travel to european because that could be my first experience i would like to taste the local
audio_158,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_158.wav," My favourite hobby is playing football and I enjoy football so much due to the adrenaline rush, the gifts, the passion, the flair and all."
audio_91,4.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_91.wav," So one of the best days of my life was the day I gave birth. It was a very intense, difficult experience, but the most rewarding day. What made it special was the fact that I could see her and she looked so pretty. And whenever I feel about this day, I feel like I haven't had any other day like this. The feeling of, you know, it was overwhelming and it was a blessing."
audio_358,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_358.wav," The smartphone application that I use the most is TikTok. Because TikTok is helping me to gain followers and also entertainment. In TikTok also, I can buy things that I need for everyday use. And TikTok is my favorite application because I can find anything there. It's like a Google."
audio_79,4.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_79.wav," The playing ground that I'm thinking about is a lovely, lovely place. All around the place you can see different activities in which the kids can participate. You can see some slides, you can see kids playing on the jumping rope. There are many, many, many trees around that kids can..."
audio_10,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_10.wav," My favorite holiday destination is Bali, Indonesia. The island offers a perfect mix of beautiful beaches, lush landscapes and rich culture. I love the serene temples, especially Ulava and Tana Lal, which offers stunning sunset views. The local food is also amazing with its fresh ingredients and vibrant flavors. Bali's hospitality is something that really stands out, with the locals being warm and welcoming."
audio_78,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_78.wav," Yeah, there was a scene in the crowded market. There was people buying stuff. Some people buying fish. Some people buying meat. And some people buying chicken. Some of them are buying just groceries like sugar, salt, pepper."
audio_313,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_313.wav," The atmosphere in an airport is one of the most sentimental environments in the life of people, because in an airport we can observe all the feelings of human beings, also from the joy of fulfilling our dreams and goals, the personal goals, lower memories, experience, to the sadness of knowing that a friend or family member is living in their city or country for a long time."
audio_239,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_239.wav, my favorite hobby is reading books and i enjoy very much while reading books and i explore new things and i learn new things and and my favorite hobby is reading i love getting lost in a good book and
audio_31,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_31.wav, we went to a resort last summer with my family and we did a lot of fun things just like go to play in the beach swim a little bit also we went to some beautiful places where we noticed a lot of animals like whales a lot of fishes also we were able to go to swim with some dolphins that was a great
audio_74,3.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_74.wav," In a bustling market, vendors hog their wires, fresh fruits and vegetables piled high, spices waving their fragrances and colorful fabrics hanging in the air."
audio_204,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_204.wav," Okay, I am in the airport. I am doing the line and my sister is with me. We are waiting for our mother that is in the bathroom right now. She came and we move ahead in our registration. Everything is fine. We took the plane and we are in the plane and we have been deciding this trip"
audio_57,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_57.wav, number 24 of 2023 and all of the people are busy in the preparation for the christmas eve or coming christmas eve and all of them was in the market or were out or they are all at the market and since it was a it was a almost a rush hour all of them was crowded all of them were busy buying
audio_369,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_369.wav, my favorite sports and kick it my favorite sports and kick it will have a lot we have a lot of famous to cricket and sports they will be too great that many people have we have the centuries and kick it to be well played and energetic and fully energy and healthy so many so many programs we have the connect all about the cricket and kicker watching to this world cup and so many because
audio_194,5.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_194.wav," Let's see. I'm at Eastern Market. The place is crowded. They're selling everything from clothing to jewelry to shoes. There are street vendors here. They're selling hot dogs, hamburgers, sliders, fish sandwiches, Mexican food, and Chinese food. It's pretty loud here, so I have to talk over the mic."
audio_282,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_282.wav," When I was going to Delhi airport, there are so many planes and airport terminal is a busy place with many people arriving and departing. Passenger had to waiting a area that provide view of runways. There are a lot of people who can buy ticket from the counter and the boarding pass."
audio_105,3.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_105.wav," I recently stayed at a luxurious resort Nestle at a pristine beachfront. The restaurant featured stunning ocean views from my suspicious room, which was elegantly furnished and equipped with all modern alimentaries. Each morning began with a coordinate breakfast buffet offering a variety of local and international cuisines."
audio_138_2,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_138_2.wav," I love reading and my hobbies are reading. Emma discovered her love for reading at an English when the pages of a one-word fairy tale book transported her to a world of magic and adventure. Now with a bustling career and fast pace in life, reading has become her sanctuary, her way of unwinding after a long day. This reading was very inspiring to me so that I started reading"
audio_212,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_212.wav, i enjoy the most about my hobbies listening the music when i when i feel free when i'm inside or in happy i will prefer to listen the music the tools that i can need to use the use to the tools that we need
audio_230,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_230.wav, i used to play cricket and football in my playground of the school and i enjoyed a lot in my playground sometimes when i was born so i wanted to go in my playground and there i played lots of cricket and i enjoyed a lot and my playground was very huge and green and the playground was
audio_16,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_16.wav, My favorite hobby is watching TV whenever I have free time. I love watching television. It never obstructs my studies. Hobby helps us to expand our knowledge and teaches us several things. I also like to finish all my school homework and then start watching TV. This light lightens my mood and sparks up excitement inside me as it increases my curiosity about the world.
audio_249,3.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_249.wav, The smartphone application that I use the most is Facebook. And we all know that Facebook is a social media app that really captured your attention. Maybe it had a user-friendly interface with a vibrant feed where you could easily scroll through posts from friends and family.
audio_1,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_1.wav, People in the market are selling fish in the morning and a lot of meat because people go there to buy food for their restaurants. Before they start to cook they go there to collect the products they need. You can hear a lot of people shouting they want a bargain so
audio_303,4.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_303.wav," A school playground is wide and huge. The ground has sand on it. There are slides, seesaws, and swings around it. Many children play on the playground. They were laughing so hard, and they were talking with their playmates and their parents."
audio_317,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_317.wav," The best day of my life was when I entered a lottery game and I won. I wasn't expecting to win, but I won anyway. I was able to win a lot of money, not too much money, but at least money that I was able to buy some few things that I needed at that time."
audio_111,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_111.wav, smoothing effect besides this i also have hobbies such as reading comic books painting writing narrative stories and maintaining a scrapbook these activities make me happy and enhance my hidden qualities writing and reading boosts my imagination along with these activities i participate in gardening in my leisure time because i love to i love to plant new and colorful flowers
audio_267,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_267.wav, school first of all my school name is new little school school it's located at kismakpur and he the scene happened at school that school playground what one child was fell down from second floor to the ground that that is the biggest scene which i saw at my
audio_85,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_85.wav, i was in a crowded market there's vendors everywhere they're selling fruits vegetables they sell dry goods i'm actually not um decided whether well where will i buy so there's a lot of vendors there's a lot of people in the crowded market since it's crowded there's a lot of goods where you can
audio_221,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_221.wav," I consider the best day of my life to be when I went on a trip to a tropical paradise. My morning started early with birds chirping and waves crashing against the shore and the sun shining through the window. I spent the day lounging on the beach relaxing under the sun and swimming in a crystal clear water. In the evening, I watched the sunset from a rooftop bar while sipping on a fresh, refreshing cold water."
audio_232_2,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_232_2.wav, It is another busy Monday at Seoul Station. There are office workers with briefcase running late for work and students with backpacks running to catch the train. There are also homeless people lying on the bench while on the platform while waiting for the train to pass.
audio_372,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_372.wav, i would describe my favorite holiday destination is somewhere in singapore so i saw the beautiful destination there like marina bay sands gardens by the bay um the sentosa and then also the universal studio so i would appreciate the surroundings there or the background there so i would appreciate
audio_56,5.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_56.wav, there's a crowded market kind of a variety of various knickknacks and electronics magazines and books and things like that almost like a flea market on the perimeter that's those are the sort of items you see alongside various snacks there's lots of people chattering and you hear some bargaining around you and
audio_269,3.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_269.wav," The hobby that I enjoy the most is painting. Painting brings such a calm and relaxing experience for me and it helps me advance my creativity. The tools that I need for painting are the canvas,"
audio_337,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_337.wav," My stay at the resort was really nice. It was really good. It was an all-included resort. The food was really amazing, really tasty. The services included customer service at the room. All included food, including breakfast, lunch, and dinner. And I could use the pool. So it was a really amazing experience. Also, the customer service was really fast."
audio_359,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_359.wav, i i remember once upon a time when i went to goa for a trip then there it was a good holiday destination and i saw some of the children was playing on the beach beside the beach and some ladies and gents also taking the chill up at on the beach and they are feeling fantastic and i saw very well and
audio_43,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_43.wav, the scene of the airport i've been two weeks ago was like a rest room and some that place are so many many companies or stores from the culture topics or some a global companies like mcdonald's or kfc or something like that there are two
audio_333,5.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_333.wav," I love going to the beach. The beach in Costa Rica is one of my favorite places to travel to. Although it is not a white sand beach, the water is fairly calm and it is always warm. There are also food stations scattered around the beach which makes it easy to spend all day there. The people are friendly and there's always something to do. It is also very safe. If you want to, you can explore the beach and see all different types of wildlife including birds and occasionally"
audio_71,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_71.wav," Hello, good day everyone. My topic for today is in regards to school playground. School playground is a very nice and very happy place for me. Because it gives me a lot of memories, unforgettable memories with my best friends. So what we do back in the day when I was a kid is we play hide and seek."
audio_40,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_40.wav, it is the base big market of the city so everyone come to here for shopping for every weekend on time weekend and all the time so this is the most crowded place in the weekend and all the times because everything wholesale and detail pricing and low pricing and every time there is a scheme and some bonus is there so
audio_83,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_83.wav," Once I went to the hotel and it was a resort in the beach. I went with my family and well, my two daughters and my son wanted to go to the restaurant in the resort."
audio_26,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_26.wav," Certainly, airport speak typically refers to the unique language. Let us describe what could be the scene on the airport. When I was walking, just checking my tickets and to board my flight, I saw that a man was sitting"
audio_195,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_195.wav," My favorite hobby is cooking food. Cooking food is my passion. I love to cook such different kind of foods which I love to eat the food and cook the food, feed the food to different kind of people. I like to cook different kinds of varieties of food which were very unique. I would sometimes it may fail and sometimes I would cook very good."
audio_156,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_156.wav, recently visited Tiramala such a wonderful place me and along my friends plan to move on Tiramala
audio_166,5.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_166.wav," Well, I went to New York and I was going to in the evening. There was my favorite band or one of my three favorite bands was playing in Brooklyn. So I was going to that. And in the morning, I got an ad on Facebook advertising the Book of Mormon, the musical, which I really wanted to see. But I don't know. I had like totally forgotten about it by the time I actually was in New York since it came out a few years before. And yeah, I ended up getting a ticket."
audio_361,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_361.wav," Instagram is a free online photo and video sharing application and social networking application. Instagram also allows users to edit and upload photos, short videos and users can add captions. I love to use Instagram because it is a very entertaining app."
audio_23,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_23.wav, we are here to we are here to for a beautiful scenery and beautiful yard in our resort and it's a really nice place here and it has the largest pool and a good food and i like i like the architecture of this resort and i like the food is really good and the people were so kind and good the service is really excellent
audio_234,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_234.wav, well the scene of an airport depends a lot of the country most of the times it's a very organized environment with a lot of security and also sometimes can be a little bit chaotic because of the people that arrive that arrive there like all day every single day of the year and there's also a lot of fast food when you can go and grab a drink
audio_47,3.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_47.wav, A school playground is designed to provide an environment for children that facilitates play or typically outdoors. Some are designed for other age groups or also people with disabilities.
audio_43_2,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_43_2.wav, the scene of the airport i've been two weeks ago was like a rest room and some that place are so many many companies or stores from the culture topics or some global companies like mcdonald's or kfc or something like that there are two
audio_354,4.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_354.wav, my goal in life is to save the planet there is a serious need that we human beings we need to save our earth because we are facing a serious crisis of climate change there's flood that everything so my goal is to educate my community on how we can recycle on how we can change what we do things and on how we can make our
audio_77,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_77.wav, the topic is describe your stay at a resort so when I when I have reached the resort with my family it was during the summer so it's very hot and sweaty but after reaching the resort the weather is so pleasant because of its beautiful ambience around and the food they served is truly
audio_343,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_343.wav," I can see planes that are ready to take off many people, families, children, security wards, also people who are buying or handing out tickets, and a man who is reading the newspaper while his granddaughter is playing. And I can see people saying goodbye to their family, doing calls, watching the airport screens, people crying, and others killing to get on the planes. And also I can see my family who is waiting for the next flight, and also I can see people who are"
audio_58,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_58.wav," Well, if we talk about a school playground, it's really common to see kids running from everywhere. Well, I used to play the Anda. It's a play that you touch another person, and the other person comes to follow us to touch others. Also, you can see the kids playing football."
audio_185,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_185.wav," My special hobby. My favorite hobby is watching TV whenever I have a free time. I love watching television. It is very abstract to my studies. Hobbies help us to expand our knowledge and it teaches us several things. First, I like to finish all my school homework and then I start watching TV. The highlights my mood and sparks up the excitement."
audio_25,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_25.wav, describing about the best day in my life is not a particular day but I think every day start with new hope and new experiences so every day we have to think that it is a new chance or a new day to make
audio_18,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_18.wav, my favorite place to visit is an institute beach tucked away from the hustle and brasil of the world pictures of and my favorite place to visit is like to paris because i'm so excited from the childhood to
audio_168,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_168.wav," We have many people in the store and we have lot of people working on the market where we are staying in proud city. Some people are working for their business, some people are roaming for their glossaries and some other time etc. In the closet market have lot of things which we are buying for the daily use or regular use or some other purpose. Some people are roaming in there and some people are buying something for their needed, some people are buying"
audio_256,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_256.wav, my favorite place to visit is a mall to reach to the mall i first i take a bus which drop me which drop me at the location where from where the mall is
audio_32,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_32.wav, what i remember is the best day of my life is when i when i got hired in in a ppo industry it's my first time because i am fresh graduate in senior high school and i met a lot of friends and then now i am independent that i can provide to my family
audio_279,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_279.wav, My favorite hobby is drawing and I love to draw the pictures and I enjoyed the lot when I was drawing and I'll use some tools to draw and tools are like pencil eraser scale and colors and something like cotton to
audio_102_2,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_102_2.wav, my favorite place to visit is Puerto Rico this place is very peaceful I had to travel from USA like New York and I need to take a plane to Puerto Rico to San Juan but
audio_193,4.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_193.wav," Last week I went to a beautiful resort by the beach. The weather was really nice and the breeze was amazing. And if I talk about the food, the food was also very good. We also got to do many activities over there like scuba diving. We also did snorkelling."
audio_362,1.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_362.wav, a lot of people in this market crowded so crowded because of the the market so crowded because of the sale of the of the product so that
audio_321,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_321.wav," In a flood, when I arrive, I see houses submerged under the cold water, fast-moving floodwaters. The streets look like rivers with cars and puddings. Emerging servants rescuing people with boats, residents stand on footsuits and balconies. There are others that have to evacuate their houses with their pets and they have to go to a safer place with their things, carrying up medical supplies."
audio_153,4.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_153.wav," You can hear a crowded market before you can see it. You can hear the cacophony of noises, the clinging of change, the ups and downs as people rifle through their bags, trying to figure out which is the best peach of the bunch. Markets are big. Markets continue to be tight, with many people passing through each other like sardines, hoping to find the next best deal."
audio_6,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_6.wav," My favorite hobby is grinding. I love how to let me connect with the nature and see the beauty of the plants growing. All I need are some basic tools like a shovel, rake and watering can. I enjoy gardening both on my town for quiet reflection and sometimes with friends."
audio_46,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_46.wav, my favorite holiday season happened in last year and we me and my family go there we we've been planning for a long time to go that place and it's about 1945 kilometers away from my home and that place is called Munar which is a very heaven-honored place to visit and there is a lot of place to visit Munar
audio_94,3.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_94.wav," The playground looks like a grain filled with green grasses, different kind of toys, different kind of play games, activities. There are lots of activities there. You have the different kind, the swing, the roller coaster. You even have the exercise area."
audio_285,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_285.wav, one of my favorite holiday destinations in a small town it has beautiful sandy location where you can relax under the sun the water is clear and is perfect for swimming the location is filled with charming shops and local restaurants serving with fresh foods in the evenings you can stroll along the location enjoying the sea breeze and the sound of waves there are also copies
audio_109,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_109.wav," My favorite place to visit is Labasana, that is Lal Bahadur Sastri National Academy of Administration, which is situated in Mussori. This is my favorite place because the civil servants who cleared UPSC may be attending the Labasana. This is the place where civil servants, which is the aspirants who cleared IAS, they will be training in that academy."
audio_240_2,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_240_2.wav, My best day was when I was in childhood with my family. I went to a tour. On that day we enjoyed very lot with my family members. And we played more games. And you can spend more time on that place.
audio_248,3.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_248.wav, My topic is about to describe the best day of my life and the best day of my life is when I met my best friend and I couldn't say his name but he is such an understanding person and he is such a matured person and in every situation he understands me so well and without him I think my life wouldn't be like this and it would have so many changes without him
audio_176,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_176.wav," Oh, the market is packed with all people and I couldn't reach what they're selling and I couldn't move."
audio_4,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_4.wav," My favourite hobby is batting in cricket. What I like about the hobby is, well, I just enjoy cricket, especially batting because it's fun. The tools required for this hobby is pretty much a cricketer and someone who can bore the ball to you or they can use one of those ball machines that pretty much aims the ball at the cricket."
audio_19,4.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_19.wav, um the scene of a playground mostly have a lot of swing and it has a it has a soft on floor like um either soft and wood like that just makes it easier for kids to
audio_360_2,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_360_2.wav," Well, what I can describe the scene of a flood is there are lots of people who are homeless. There are lots of people who doesn't have any shelter, cars that are torn up, houses that are being broken down into pieces, and also schools are being suspended due to higher water. And also what I can see on a flood, there are lots of boats and man-made boats as well so that people can cross from a different place to another."
audio_194_2,5.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_194_2.wav," Let's see. I'm at Eastern Market. The place is crowded. They're selling everything from clothing to jewelry to shoes. There are street vendors here. They're selling hot dogs, hamburgers, sliders, fish sandwiches, Mexican food, and Chinese food. It's pretty loud here, so I have to talk over the mic."
audio_182,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_182.wav, Android phone is better because so many things that I can do with like playing games mobile games unlike iPhone and also and also the smart the smart app the smartphone application they use the most is Facebook because Facebook is one of my favorite app because
audio_64,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_64.wav, I see a person trying to catch his fly but she was stopped by the police officer because her documents did not match and she doesn't look like the one in the photo so she missed the flight and now she is very angry and I see a lot of people and a lot of
audio_288,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_288.wav," Well, first of all, I have a very nice flight. Everything was perfect. And then we get an amazing room with a lot of amenities. And the resort was amazing. We had incredible views all over the place. Views to the beach, to the city. And well, the food and the restaurant in the resort were amazing."
audio_102,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_102.wav, my favorite place to visit is Puerto Rico this place is very peaceful I had to travel from USA like New York and I need to take a plane to Puerto Rico to San Juan but
audio_115,4.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_115.wav," I truly want to have one life goal, and that is not to die poor. While people may say that money does not buy happiness or cannot buy happiness, money can essentially buy or at the very least take care of a lot of life's issues and set issues with being down on your happiness. As such, I made it my goal in life to essentially accumulate as much wealth as possible."
audio_177,3.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_177.wav," My favorite place is visiting Hyderabad, a city in South Indian. Southern India has a rich history and is known for its cultural heritage, architecture and cuisine. One of the most iconic landmarks in Hyderabad is the Charminar,"
audio_154_2,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_154_2.wav," So the most applications or the application that I use the most is probably YouTube right now. It's a platform that you can watch videos. I usually watch two people, PewDiePie and MrBeast. PewDiePie was a gaming content creator before, but right now because he's married, he has a kid,"
audio_132,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_132.wav, um hello um so i remember when i arrived in canada so and my first time to go in the the market there was a lot of people who also discussed it everywhere so many goods people and a lot of things very very wonderful place and i'm very
audio_125,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_125.wav," We went to our resort and there were many rooms, food and beautiful places. We liked the pool and the friendly people who attended us that day. I remember the day was special for us because it was my birthday and the resort gave me a cake with a candle in that."
audio_226,3.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_226.wav, well i love staying at a resort because it's it's uh it's it's fun it's you have time to spend with family with maybe your partner you enjoy the facilities of the resort and maybe like the pool maybe like the beach you enjoy a lot of food it's it's
audio_203,5.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_203.wav," Um, when I think of a school playground, I think of the one that I had in elementary school and it was green and beige pretty much. Um, it was like a combination of metal and plastic."
audio_306_2,2.5,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_306_2.wav, the airport is buzzing with the activity as people scree around lugging suitcases and looking at departure boats so when i was on a airport i saw a mother was running towards his son with a sandal in his hand as maybe she was very angry with him so she started beating him
audio_127_2,2.0,/kaggle/input/shl-intern-hiring-assessment-2025/dataset/audios/train/audio_127_2.wav," Yeah, my favorite place to visit is Thirmala. It is near Chitturu district. There is a very favorite temple. In the temple, Lord Venkateswara is there. There is a famous Buddhist."
